,index,rank,playerplayerid,playershortname,playerageexact,rushingyards,yardspercarry,rushingtouchdowns,targets,receptions,receivingyards,snapshare,opportunityshare,shotguncarryrate,shotgunyardspercarry,undercentercarryrate,undercenteryardspercarry,averagedefendersinthebox,stackedfrontcarryrate,basefrontcarryrate,lightfrontcarryrate,year,position,name,team,played,rushingattempts,receivingtouchdowns,fumbles,fumbleslost,fantasypointspergame,fantasypoints
364,364,34,18995,J. Williams,27.3,460,4.3,1,45,39,253,39.7,36.6,42.1,5.3,56.1,3.6,6.53,14.0,43.9,39.3,2019,RB,Jamaal Williams,GB,14,107,5,0,0,7.7,107.3
365,365,37,16847,D. Johnson,30.6,345,3.7,2,47,36,370,54.5,45.5,80.9,3.7,19.1,3.7,6.18,12.8,21.3,61.7,2019,RB,David Johnson,ARI,13,94,4,1,1,8.1,105.5
366,366,43,18067,J. Howard,27.7,525,4.4,6,14,10,69,44.0,47.5,42.0,4.2,58.0,4.6,6.48,12.6,40.3,42.9,2019,RB,Jordan Howard,PHI,10,119,1,0,0,10.1,101.4
367,367,42,18375,P. Barber,28.4,470,3.1,6,24,16,115,30.5,39.2,7.8,3.6,92.2,3.0,7.4,39.0,41.6,19.5,2019,RB,Peyton Barber,TB,16,154,1,1,1,6.3,100.5
368,368,36,19823,R. Freeman,26.4,496,3.8,3,50,43,256,49.9,37.6,31.1,4.5,68.9,3.4,6.75,22.0,45.5,30.3,2019,RB,Royce Freeman,DEN,16,132,1,0,0,6.2,99.2
369,369,41,11932,L. McCoy,34.0,465,4.6,4,34,28,181,33.9,39.9,63.4,4.4,36.6,5.0,6.19,5.9,30.7,60.4,2019,RB,LeSean McCoy,KC,13,101,1,3,2,7.0,90.6
370,370,40,18061,D. Washington,29.4,387,3.6,3,40,36,292,27.1,28.7,19.4,3.7,80.6,3.6,6.48,19.4,26.9,51.9,2019,RB,DeAndre Washington,LV,16,108,0,0,0,5.4,85.9
371,371,52,20239,G. Edwards,27.2,711,5.3,2,8,7,45,34.1,30.9,94.0,5.6,5.3,1.0,6.36,16.5,26.3,56.4,2019,RB,Gus Edwards,BAL,16,133,0,2,1,5.4,85.6
372,372,27,19003,T. Cohen,26.9,213,3.3,0,104,79,456,49.8,35.4,82.8,3.7,17.2,1.2,5.75,0.0,20.3,78.1,2019,RB,Tarik Cohen,CHI,16,64,3,3,0,5.3,84.9
373,373,46,19319,M. Breida,27.4,623,5.1,1,22,19,120,32.5,34.3,15.4,4.1,84.6,5.2,6.77,22.8,36.6,40.7,2019,RB,Matt Breida,SF,13,123,1,2,1,6.5,84.3
374,374,50,5820,F. Gore,39.1,599,3.6,2,16,13,100,37.1,44.8,16.9,3.2,83.1,3.7,7.33,36.1,44.6,18.7,2019,RB,Frank Gore,BUF,16,166,0,0,0,5.1,81.9
375,375,54,19822,K. Johnson,25.0,403,3.6,3,15,10,127,56.1,62.1,19.5,3.4,80.5,3.6,6.83,20.4,42.5,37.2,2019,RB,Kerryon Johnson,DET,8,113,1,1,1,9.4,75.0
376,376,53,20912,T. Pollard,25.2,455,5.3,2,20,15,107,19.3,24.6,36.0,4.3,65.1,5.5,7.0,22.1,52.3,26.7,2019,RB,Tony Pollard,DAL,15,86,1,1,1,4.9,74.2
377,377,48,14917,R. Burkhead,32.0,302,4.6,3,38,27,279,27.2,23.4,24.6,3.9,75.4,4.5,6.52,6.2,41.5,52.3,2019,RB,Rex Burkhead,NE,13,65,0,1,1,5.7,74.1
378,378,49,20039,B. Scott,27.2,245,4.0,5,26,24,204,29.1,30.5,57.4,4.1,42.6,4.0,6.93,29.5,32.8,37.7,2019,RB,Boston Scott,PHI,11,61,0,4,1,6.6,72.9
379,379,57,19919,C. Edmonds,26.2,303,5.0,4,21,12,105,32.5,34.3,73.3,5.5,26.7,3.8,6.28,3.3,31.7,65.0,2019,RB,Chase Edmonds,ARI,13,60,1,0,0,5.4,70.8
380,380,59,19799,R. Penny,26.4,370,5.7,3,11,8,83,23.6,27.5,44.6,5.5,52.3,5.9,6.6,12.3,46.2,38.5,2019,RB,Rashaad Penny,SEA,10,65,1,1,1,6.7,67.3
381,381,47,18944,K. Hunt,26.9,179,4.2,2,45,37,285,54.1,35.1,60.5,3.7,48.8,4.5,7.51,32.6,32.6,44.2,2019,RB,Kareem Hunt,CLE,8,43,1,1,0,8.0,64.4
382,382,44,19912,N. Hines,25.6,199,3.8,2,58,44,320,32.2,22.4,57.7,4.1,42.3,3.4,6.17,1.9,30.8,65.4,2019,RB,Nyheim Hines,IND,16,52,0,1,1,3.9,61.9
383,383,61,20868,A. Mattison,24.0,462,4.6,1,12,10,82,21.8,24.3,4.0,11.2,96.0,4.3,6.73,25.0,40.0,32.0,2019,RB,Alexander Mattison,MIN,13,100,0,1,1,4.5,58.4
384,384,45,19996,J. Samuels,26.0,175,2.7,1,57,47,305,42.8,34.3,71.2,3.1,28.8,1.5,6.7,27.3,30.3,40.9,2019,RB,Jaylen Samuels,PIT,14,66,1,1,1,4.1,57.4
385,385,63,19033,B. Hill,26.7,323,4.1,2,14,10,69,32.4,32.4,24.4,2.7,75.6,4.6,6.79,21.8,35.9,42.3,2019,RB,Brian Hill,ATL,12,78,1,0,0,4.8,57.2
386,386,67,17053,M. Brown,29.1,255,3.7,5,6,2,16,23.2,23.5,10.1,5.6,89.9,3.5,6.81,24.6,37.7,36.2,2019,RB,Malcolm Brown,LAR,14,69,0,0,0,4.1,57.1
387,387,68,20950,B. Snell Jr.,24.4,426,3.9,2,4,3,23,23.9,34.7,29.6,4.5,70.4,3.7,7.04,49.1,26.9,19.4,2019,RB,Benny Snell Jr.,PIT,13,108,0,1,1,4.2,54.9
388,388,62,20500,D. Williams,27.2,141,3.4,3,20,15,167,29.3,26.0,63.4,3.8,36.6,2.8,6.34,9.8,26.8,63.4,2019,RB,Darrel Williams,KC,10,41,1,1,1,5.3,52.8
389,389,51,15102,C. Thompson,31.7,138,3.7,0,58,42,378,47.8,31.5,81.1,3.7,18.9,3.9,6.11,8.1,18.9,73.0,2019,RB,Chris Thompson,WAS,11,37,0,1,0,4.7,51.6
390,390,69,19797,D. Guice,25.0,245,5.8,2,10,7,79,33.7,36.9,26.2,2.5,73.8,7.1,6.98,23.8,35.7,40.5,2019,RB,Derrius Guice,WAS,5,42,1,0,0,10.1,50.4
391,391,55,18464,J. McKissic,28.9,205,rushingyardsperattempt,0,42,34,233,0.0,0,0,0,0,0,0,0,0,0,2019,RB,J.D. McKissic,DET,16,38,1,0,0,3.1,49.8
392,392,75,20159,M. Boone,27.0,273,5.6,3,4,3,17,26.3,29.6,4.1,11.5,95.9,5.3,6.76,28.6,30.6,40.8,2019,RB,Mike Boone,MIN,16,49,0,0,0,2.9,47.0
393,393,70,19979,J. Wilkins,28.0,307,6.0,2,11,7,43,18.5,15.7,27.5,3.1,70.6,7.3,6.35,2.0,47.1,49.0,2019,RB,Jordan Wilkins,IND,14,51,0,0,0,3.4,47.0
394,394,56,18690,J. Richard,28.7,145,3.7,0,43,36,323,28.5,15.9,38.5,4.1,61.5,3.5,6.56,17.9,28.2,53.8,2019,RB,Jalen Richard,LV,16,39,0,2,0,2.9,46.8
395,395,65,21211,P. Laird,26.9,168,2.7,1,30,23,204,51.8,46.0,32.3,3.0,67.7,2.5,6.82,25.8,45.2,25.8,2019,RB,Patrick Laird,MIA,15,62,0,0,0,3.0,45.2
396,396,79,20360,J. Wilson Jr.,26.6,105,3.9,4,5,3,34,10.7,11.4,11.1,10.3,88.9,3.1,6.96,37.0,29.6,33.3,2019,RB,Jeff Wilson Jr.,SF,10,27,1,0,0,4.4,43.9
397,397,80,20012,B. Scarbrough,25.8,377,4.2,1,4,1,5,45.4,66.0,40.4,5.6,59.6,3.3,6.58,11.2,42.7,46.1,2019,RB,Bo Scarbrough,DET,6,89,0,1,1,7.0,42.2
398,398,73,13741,B. Bolden,32.4,68,4.5,3,11,9,111,6.6,4.9,13.3,3.5,86.7,4.7,7.33,26.7,40.0,33.3,2019,RB,Brandon Bolden,NE,15,15,1,0,0,2.8,41.9
399,399,76,20802,J. Hill,24.6,225,3.9,2,15,8,70,16.6,16.0,98.3,3.8,1.7,9.0,6.55,20.7,32.8,46.6,2019,RB,Justice Hill,BAL,16,58,0,0,0,2.6,41.5
400,400,64,12708,D. Lewis,31.8,209,3.9,0,32,25,164,38.2,21.2,29.6,4.7,70.4,3.7,6.5,14.8,40.7,42.6,2019,RB,Dion Lewis,TEN,16,54,1,1,1,2.6,41.3
401,401,58,19626,D. Ogunbowale,28.2,17,1.5,2,46,35,286,30.2,12.6,45.5,2.6,54.5,0.7,7.27,54.5,0.0,45.5,2019,RB,Dare Ogunbowale,TB,16,11,0,2,1,2.5,40.3
402,402,60,14916,G. Bernard,30.6,170,3.2,0,43,30,234,40.3,22.9,45.3,2.1,54.7,4.1,6.64,15.1,43.4,41.5,2019,RB,Giovani Bernard,CIN,16,53,0,2,1,2.4,38.4
403,403,71,19824,K. Ballage,26.5,135,1.8,3,24,14,63,34.6,33.4,39.2,2.2,60.8,1.6,6.26,12.2,33.8,50.0,2019,RB,Kalen Ballage,MIA,12,74,0,0,0,3.2,37.8
404,404,72,20743,R. Armstead,25.7,108,3.1,0,24,14,144,15.3,15.0,34.3,3.4,65.7,2.9,6.94,25.7,34.3,40.0,2019,RB,Ryquell Armstead,JAX,16,35,2,0,0,2.3,37.2
405,405,77,18996,W. Gallman,27.8,110,3.8,2,16,11,102,24.1,20.5,44.8,6.3,55.2,1.8,7.41,31.0,48.3,20.7,2019,RB,Wayne Gallman,NYG,10,29,1,1,1,3.7,37.2
406,406,66,20837,T. Johnson,24.8,273,4.3,0,31,24,109,29.3,26.3,41.3,5.2,58.7,3.7,6.19,7.9,33.3,55.6,2019,RB,Ty Johnson,DET,16,63,0,1,1,2.3,36.2
407,407,82,18073,J. Williams,28.4,235,4.8,1,5,5,59,28.3,33.5,42.9,7.5,59.2,2.9,6.61,8.2,36.7,57.1,2019,RB,Jonathan Williams,IND,9,49,0,0,0,3.9,35.4
408,408,74,14901,K. Juszczyk,31.2,7,2.3,0,24,20,239,34.3,7.1,33.3,6.0,66.7,0.5,7.67,33.3,33.3,33.3,2019,RB,Kyle Juszczyk,SF,12,3,1,0,0,2.6,30.6
409,409,92,20900,Q. Ollison,25.8,50,2.3,4,2,1,7,13.4,14.3,9.1,4.0,90.9,2.1,7.05,54.5,18.2,22.7,2019,RB,Qadree Ollison,ATL,8,22,0,1,0,3.7,29.7
410,410,81,19915,M. Walton,25.3,201,3.8,0,21,15,89,48.4,43.0,34.0,4.2,66.0,3.6,6.4,9.4,22.6,67.9,2019,RB,Mark Walton,MIA,7,53,0,1,1,3.9,27.0
411,411,87,12800,B. Powell,33.7,229,3.9,0,12,7,33,21.2,20.9,44.1,4.3,55.9,3.5,6.76,20.3,42.4,37.3,2019,RB,Bilal Powell,NYJ,13,59,0,0,0,2.0,26.2
412,412,84,20566,D. Hilliard,27.4,49,3.8,2,15,12,92,14.2,7.1,38.5,4.2,61.5,3.5,7.0,38.5,15.4,46.2,2019,RB,Dontrell Hilliard,CLE,14,13,0,2,0,1.9,26.1
413,413,86,19924,I. Smith,26.8,106,4.8,1,14,11,87,30.6,22.1,36.4,6.6,63.6,3.8,6.91,27.3,31.8,40.9,2019,RB,Ito Smith,ATL,7,22,0,0,0,3.6,25.3
414,414,90,20768,M. Gaskin,25.4,133,3.7,1,12,7,51,24.6,26.8,41.7,5.7,58.3,2.2,7.14,27.8,33.3,38.9,2019,RB,Myles Gaskin,MIA,7,36,0,0,0,3.5,24.4
415,415,83,16815,A. Abdullah,29.1,115,5.0,0,21,15,88,14.1,9.2,30.4,5.6,69.6,4.8,6.26,17.4,26.1,56.5,2019,RB,Ameer Abdullah,MIN,16,23,1,1,1,1.5,24.3
416,416,95,20103,R. Bonnafon,26.5,116,7.2,1,10,6,57,11.0,9.9,56.2,5.3,43.8,9.7,6.88,31.2,12.5,56.2,2019,RB,Reggie Bonnafon,CAR,13,16,0,0,0,1.8,23.3
417,417,89,20964,D. Thompson,25.4,128,3.4,1,10,9,43,15.1,17.1,57.9,3.9,42.1,2.6,6.18,2.6,31.6,65.8,2019,RB,Darwin Thompson,KC,12,37,0,0,0,1.9,23.1
418,418,91,20064,J. Jackson,26.2,200,6.9,0,11,9,22,20.1,16.4,31.0,7.4,69.0,6.7,6.72,13.8,48.3,37.9,2019,RB,Justin Jackson,LAC,7,29,0,0,0,3.2,22.2
419,419,85,18652,C. Ham,29.0,17,2.4,0,27,17,149,22.5,7.6,0.0,0,114.3,2.0,8.29,42.9,42.9,28.6,2019,RB,C.J. Ham,MIN,16,7,1,1,1,1.3,20.6
420,420,96,17965,C. Prosise,28.1,72,3.1,1,12,10,76,21.1,15.1,60.9,2.9,34.8,3.6,5.3,13.0,8.7,65.2,2019,RB,C.J. Prosise,SEA,9,23,0,1,1,2.1,18.8
421,421,94,15150,C. Patterson,31.3,103,rushingyardsperattempt,0,17,11,83,19.8,0,0,0,0,0,0,0,0,0,2019,RB,Cordarrelle Patterson,CHI,16,17,0,0,0,1.2,18.6
422,422,99,20798,D. Henderson Jr.,24.9,147,3.8,0,6,4,37,14.4,19.4,0.0,0,100.0,3.8,6.72,20.5,33.3,46.2,2019,RB,Darrell Henderson Jr.,LAR,13,39,0,0,0,1.4,18.4
423,423,97,20810,T. Homer,23.9,114,6.3,0,13,11,56,26.1,19.3,44.4,5.1,50.0,4.9,5.78,5.6,33.3,55.6,2019,RB,Travis Homer,SEA,16,18,0,0,0,1.1,17.0
424,424,93,16797,T. Yeldon,28.8,63,3.7,0,16,13,124,52.1,34.0,35.3,4.3,64.7,3.4,6.59,5.9,52.9,41.2,2019,RB,T.J. Yeldon,BUF,6,17,0,1,1,2.8,16.7
425,425,98,18070,W. Smallwood,28.5,81,3.7,0,13,9,64,22.6,12.5,40.9,3.4,59.1,3.8,6.41,0.0,59.1,40.9,2019,RB,Wendell Smallwood,WAS,15,22,0,0,0,1.0,14.5
426,426,103,20804,W. Hills,27.1,21,2.1,2,2,2,1,37.7,63.2,30.0,0.7,70.0,2.7,8.6,80.0,20.0,0.0,2019,RB,Wes Hills,DET,1,10,0,0,0,14.2,14.2
427,427,100,19599,T. Edmunds,27.5,92,4.2,0,7,6,48,19.5,14.8,13.6,5.3,86.4,4.0,7.45,63.6,22.7,9.1,2019,RB,Trey Edmunds,PIT,11,22,0,0,0,1.3,14.0
428,428,107,20982,K. Whyte Jr.,25.7,122,4.9,0,1,1,9,11.0,15.6,80.0,4.8,20.0,5.0,5.8,12.0,32.0,44.0,2019,RB,Kerrith Whyte Jr.,PIT,6,24,0,0,0,2.2,13.1
429,429,101,20819,A. Ingold,26.0,17,1.7,0,6,6,44,13.5,4.3,0.0,0,100.0,1.7,8.2,70.0,30.0,0.0,2019,RB,Alec Ingold,LV,16,10,1,0,0,0.8,12.1
430,430,106,6198,D. Sproles,39.0,66,3.9,0,10,6,24,24.2,14.1,70.6,5.2,35.3,0.5,6.06,0.0,23.5,76.5,2019,RB,Darren Sproles,PHI,6,17,0,1,0,1.8,11.0
431,431,104,18093,A. Janovich,29.1,1,1.0,1,5,5,42,19.9,4.6,0.0,0,100.0,1.0,11.0,100.0,0.0,0.0,2019,RB,Andy Janovich,DEN,7,1,0,0,0,1.5,10.3
432,432,108,18115,D. Watt,29.7,10,1.4,1,5,3,32,11.1,4.8,0.0,0,100.0,1.4,8.29,71.4,28.6,0.0,2019,RB,Derek Watt,LAC,16,7,0,0,0,0.6,10.2
433,433,102,18114,D. Vitale,28.7,3,3.0,0,12,7,97,13.5,4.6,100.0,3.0,0.0,0,5.0,0.0,0.0,100.0,2019,RB,Danny Vitale,GB,15,1,0,0,0,0.7,10.0
434,434,117,12386,M. Lynch,36.2,34,2.8,1,0,0,0,32.9,44.4,16.7,0.0,83.3,3.4,7.08,16.7,58.3,25.0,2019,RB,Marshawn Lynch,SEA,1,12,0,0,0,9.4,9.4
435,435,105,21593,D. Johnson,26.4,21,5.2,0,7,6,71,6.3,5.0,50.0,9.5,50.0,1.0,6.5,50.0,0.0,50.0,2019,RB,D'Ernest Johnson,CLE,16,4,0,0,0,0.6,9.2
436,436,114,12787,N. Bellore,33.2,0,0.0,0,2,2,23,1.6,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,RB,Nick Bellore,SEA,14,0,1,0,0,0.6,8.3
437,437,116,19072,A. Armah,28.1,11,1.8,1,2,2,6,8.6,3.3,16.7,4.0,83.3,1.4,7.17,50.0,16.7,33.3,2019,RB,Alex Armah,CAR,16,6,0,0,0,0.5,7.7
438,438,118,18764,T. Pope,28.6,20,2.0,0,3,2,14,4.0,3.9,60.0,2.7,40.0,1.0,5.8,0.0,10.0,90.0,2019,RB,Troymaine Pope,LAC,14,10,1,1,1,0.5,7.4
439,439,110,15261,S. Ware,30.6,51,3.0,0,7,5,22,37.9,27.9,29.4,3.4,70.6,2.8,6.71,29.4,23.5,47.1,2019,RB,Spencer Ware,KC,3,17,0,1,0,2.4,7.3
440,440,109,17970,D. Booker,30.1,9,4.5,0,9,6,57,4.7,4.6,100.0,4.5,0.0,0,5.5,0.0,0.0,100.0,2019,RB,Devontae Booker,DEN,16,2,0,0,0,0.4,6.6
441,441,123,18152,D. Washington,28.2,60,7.5,0,1,1,6,2.4,5.1,0.0,0,100.0,7.5,6.75,0.0,75.0,25.0,2019,RB,Dwayne Washington,NO,15,8,0,0,0,0.4,6.6
442,442,113,18488,T. Carson,29.7,48,2.7,0,4,4,18,32.5,34.4,16.7,3.7,83.3,2.5,7.17,33.3,50.0,16.7,2019,RB,Tra Carson,DET,3,18,0,0,0,2.2,6.6
443,443,112,15555,Z. Line,32.2,20,2.9,0,10,6,36,20.0,6.6,14.3,0.0,100.0,2.9,8.86,85.7,14.3,14.3,2019,RB,Zach Line,NO,12,7,0,0,0,0.5,5.6
444,444,119,21310,K. Blasingame,26.0,0,0.0,0,5,4,54,10.5,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,RB,Khari Blasingame,TEN,6,0,0,0,0,0.9,5.4
445,445,121,21456,J. Hilliman,26.6,91,3.0,0,4,3,1,56.6,46.6,30.0,3.6,70.0,2.8,7.23,36.7,40.0,23.3,2019,RB,Jon Hilliman,NYG,3,30,0,2,2,1.7,5.2
446,446,122,20904,D. Ozigbo,25.8,27,3.0,0,5,3,23,33.3,42.4,11.1,2.0,88.9,3.1,7.11,33.3,33.3,33.3,2019,RB,Devine Ozigbo,JAX,10,9,0,0,0,0.5,5.0
447,447,111,16887,M. Davis,29.4,27,2.1,0,8,7,22,21.5,13.6,53.8,2.7,46.2,1.3,6.38,23.1,0.0,76.9,2019,RB,Mike Davis,CAR,12,13,0,0,0,0.4,4.9
448,448,125,13063,T. Jones,33.9,40,4.4,0,1,1,9,10.9,16.9,33.3,3.7,66.7,4.8,5.78,0.0,11.1,88.9,2019,RB,Taiwan Jones,HOU,11,9,0,0,0,0.4,4.9
449,449,115,14786,P. DiMarco,33.2,7,2.3,0,7,5,41,17.7,5.4,0.0,0,100.0,2.3,7.67,33.3,66.7,0.0,2019,RB,Patrick DiMarco,BUF,16,3,0,0,0,0.3,4.8
450,450,124,18617,E. Penny,28.9,39,2.6,0,4,2,9,12.8,7.9,26.7,2.0,73.3,2.8,7.07,53.3,13.3,26.7,2019,RB,Elijhaa Penny,NYG,16,15,0,0,0,0.3,4.8
451,451,129,15020,C. Anderson,31.4,43,2.7,0,0,0,0,28.1,27.6,25.0,4.2,75.0,2.2,7.25,37.5,50.0,12.5,2019,RB,CJ Anderson,DET,2,16,0,0,0,2.2,4.3
452,452,128,17972,P. Perkins,27.6,29,2.2,0,1,1,9,11.5,25.0,23.1,5.7,69.2,1.3,6.15,7.7,46.2,38.5,2019,RB,Paul Perkins,DET,4,12,0,0,0,1.0,3.8
453,453,120,15185,K. Barner,33.2,28,7.0,0,8,6,22,6.7,3.2,100.0,7.0,0.0,0,6.25,0.0,25.0,75.0,2019,RB,Kenjon Barner,ATL,14,4,0,4,1,0.2,3.12
454,454,127,13418,A. Sherman,33.6,9,2.2,0,3,2,22,4.4,6.4,25.0,0.0,75.0,3.0,7.5,75.0,0.0,25.0,2019,RB,Anthony Sherman,KC,16,4,0,0,0,0.2,3.1
455,455,133,16909,J. Ajayi,29.1,30,3.0,0,1,0,0,8.4,12.8,60.0,3.2,40.0,2.8,6.5,10.0,30.0,60.0,2019,RB,Jay Ajayi,PHI,3,10,0,0,0,1.0,3.0
456,456,134,20600,D. Dawkins,27.5,26,2.4,0,1,0,0,17.6,23.1,9.1,1.0,90.9,2.5,6.36,18.2,54.5,18.2,2019,RB,Dalyn Dawkins,TEN,2,11,0,0,0,1.3,2.6
457,457,130,19032,T. Logan,27.8,10,3.3,0,3,2,13,2.2,2.3,66.7,4.0,33.3,2.0,7.67,33.3,33.3,33.3,2019,RB,T.J. Logan,TB,12,3,0,0,0,0.2,2.3
458,458,131,18041,T. Ervin,28.7,10,10.0,0,4,2,11,5.2,2.5,100.0,10.0,0.0,0,5.0,0.0,0.0,100.0,2019,RB,Tyler Ervin,GB,8,1,0,2,0,0.3,2.1
459,459,126,20018,N. Bawden,26.0,0,0.0,0,6,4,17,8.5,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,RB,Nick Bawden,DET,10,0,0,0,0,0.2,1.7
460,460,132,17023,Z. Zenner,30.8,-2,-0.7,0,3,2,19,17.0,8.0,66.7,0.5,33.3,-3.0,6.0,0.0,0.0,100.0,2019,RB,Zach Zenner,MIA,5,3,0,0,0,0.3,1.7
461,461,137,18993,S. Perine,26.8,16,3.2,0,0,0,0,9.1,23.8,60.0,4.3,40.0,1.5,6.6,0.0,60.0,40.0,2019,RB,Samaje Perine,MIA,7,5,0,0,0,0.2,1.6
462,462,141,20790,D. Harris,25.4,12,3.0,0,0,0,0,5.1,9.3,0.0,0,100.0,3.0,8.5,100.0,0.0,0.0,2019,RB,Damien Harris,NE,3,4,0,0,0,0.4,1.2
463,463,140,20075,J. Adams,25.7,12,1.5,0,0,0,0,8.1,11.3,0.0,0,100.0,1.5,8.0,100.0,0.0,0.0,2019,RB,Josh Adams,NYJ,3,8,0,0,0,0.4,1.2
464,464,142,20984,D. Williams,25.5,11,2.2,0,0,0,0,7.2,7.6,40.0,2.5,60.0,2.0,6.4,0.0,40.0,60.0,2019,RB,Dexter Williams,GB,4,5,0,0,0,0.3,1.1
465,465,143,20318,B. Howell,26.3,10,2.0,0,0,0,0,18.8,6.8,60.0,1.7,40.0,2.5,6.2,0.0,20.0,80.0,2019,RB,Buddy Howell,HOU,16,5,0,0,0,0.1,1.0
466,466,146,20935,J. Scarlett,27.0,9,2.2,0,0,0,0,7.1,14.8,0.0,0,100.0,2.2,6.0,75.0,0.0,0.0,2019,RB,Jordan Scarlett,CAR,9,4,0,0,0,0.1,0.9
467,467,145,19957,J. Kelly,25.8,9,3.0,0,0,0,0,4.1,8.8,0.0,0,100.0,3.0,7.0,0.0,100.0,0.0,2019,RB,John Kelly,LAR,4,3,0,0,0,0.2,0.9
468,468,144,18217,J. Ferguson,29.1,9,3.0,0,0,0,0,5.9,12.0,0.0,0,100.0,3.0,6.67,0.0,66.7,33.3,2019,RB,Josh Ferguson,WAS,2,3,0,0,0,0.4,0.9
469,469,147,20106,R. Nall,26.5,8,4.0,0,0,0,0,3.4,3.2,100.0,4.0,0.0,0,5.5,0.0,0.0,100.0,2019,RB,Ryan Nall,CHI,8,2,0,0,0,0.1,0.8
470,470,136,19206,R. Ortiz,28.2,0,0.0,0,1,1,8,12.1,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,RB,Ricky Ortiz,NO,1,0,0,0,0,0.8,0.8
471,471,148,21549,T. Brooks-James,27.6,7,0.9,0,0,0,0,7.0,8.5,62.5,2.2,25.0,-3.5,5.38,0.0,37.5,50.0,2019,RB,Tony Brooks-James,PIT,3,8,0,0,0,0.2,0.7
472,472,149,20562,D. Turner,26.9,6,1.5,0,0,0,0,7.0,12.5,25.0,1.0,75.0,1.7,7.75,75.0,25.0,0.0,2019,RB,De'Lance Turner,MIA,8,4,0,0,0,0.1,0.6
473,473,138,21100,J. Johnson,27.6,0,0.0,0,2,1,5,18.6,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,RB,Jakob Johnson,NE,2,0,0,0,0,0.2,0.5
474,474,139,16441,S. Perry,30.8,3,1.0,0,1,1,1,6.6,7.4,33.3,-2.0,66.7,2.5,6.67,0.0,66.7,33.3,2019,RB,Senorise Perry,BUF,11,3,0,0,0,0.0,0.4
475,475,150,14269,A. Morris,33.6,4,4.0,0,0,0,0,2.1,4.8,100.0,4.0,0.0,0,5.0,0.0,0.0,100.0,2019,RB,Alfred Morris,ARI,1,1,0,0,0,0.4,0.4
476,476,135,16534,R. Nix,30.3,0,0.0,0,3,2,4,18.4,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,RB,Roosevelt Nix,PIT,3,0,0,0,0,0.1,0.4
477,477,151,14783,J. Develin,34.0,3,1.5,0,0,0,0,22.2,5.4,0.0,0,100.0,1.5,8.5,100.0,0.0,0.0,2019,RB,James Develin,NE,2,2,0,0,0,0.2,0.3
478,478,155,20040,T. Cannon,28.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,RB,Trenton Cannon,NYJ,4,0,0,0,0,0.0,0.0
479,479,152,14789,J. Olawale,33.2,0,0.0,0,2,0,0,14.1,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,RB,Jamize Olawale,DAL,16,0,0,0,0,0.0,0.0
480,480,154,18253,D. Foster,28.6,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,RB,D.J. Foster,ARI,1,0,0,0,0,0.0,0.0
481,481,153,16928,M. Burton,30.4,0,0.0,0,1,0,0,10.9,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,RB,Michael Burton,WAS,10,0,0,0,0,0.0,0.0
482,482,156,19548,C. Clement,27.7,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,RB,Corey Clement,PHI,4,0,0,2,2,-1.0,-4.0
483,483,3,16771,T. Gurley II,27.9,1251,4.9,17,81,59,580,88.9,86.2,3.9,2.5,97.3,4.9,6.7,14.8,40.2,44.9,2018,RB,Todd Gurley II,LAR,14,256,4,1,1,22.4,313.1
484,484,2,19766,S. Barkley,25.4,1307,5.0,11,121,91,721,87.9,80.1,25.3,5.2,75.1,4.9,7.03,25.7,48.7,25.7,2018,RB,Saquon Barkley,NYG,16,261,4,0,0,18.4,294.8
485,485,1,18877,C. McCaffrey,26.1,1098,5.0,7,124,107,867,94.5,82.5,55.3,6.0,44.7,3.7,6.9,23.7,40.2,35.6,2018,RB,Christian McCaffrey,CAR,16,219,6,4,1,17.4,278.5
486,486,4,18878,A. Kamara,27.0,883,4.6,14,105,81,709,66.3,58.7,21.6,4.4,79.9,4.5,6.87,20.1,38.1,42.8,2018,RB,Alvin Kamara,NO,15,194,4,1,0,18.2,273.2
487,487,5,17923,E. Elliott,27.0,1434,4.7,6,95,77,567,93.8,90.1,28.3,4.7,71.7,4.7,7.05,28.3,45.4,26.3,2018,RB,Ezekiel Elliott,DAL,15,304,3,6,1,16.8,252.2
488,488,8,16776,M. Gordon III,29.2,885,5.1,10,66,50,490,71.9,63.9,26.3,5.3,74.3,5.0,6.75,17.1,44.0,38.9,2018,RB,Melvin Gordon III,LAC,12,175,4,1,0,18.8,225.5
